t,x(t)
2.84,0.062321694
2.85,0.096407285
2.86,-0.139452339
2.87,-0.134081572
2.88,-0.133189558
2.89,-0.123202422
2.9,-0.203348766
2.91,0.097568879
2.92,0.134572713
2.93,0.012867283
2.94,0.090931009
2.95,-0.051271307
2.96,0.029306713
2.97,-0.016592432
2.98,0.210532389
2.99,0.004319001
3,0.098775787
3.01,-0.03031781
3.02,0.021567126
3.03,0.073269148
3.04,-0.100776498
3.05,0.003504116
3.06,-0.006866865
3.07,-0.066328928
3.08,-0.021626219
3.09,0.194854559
3.1,0.122694464
3.11,0.016094933
3.12,0.08575865
3.13,-0.021479158
3.14,0.037482443
3.15,-0.074286884
3.16,0.13952751
3.17,-0.067910349
3.18,0.05179461
3.19,-0.047146094
3.2,-0.105555272
3.21,0.024750531
3.22,0.074105261
3.23,0.032594751
3.24,-0.155768713
3.25,0.067954367
3.26,-0.031096364
3.27,-0.050040591
3.28,0.00165125
3.29,-0.131444677
3.3,0.221267854
3.31,-0.054576272
3.32,-0.105473452
3.33,-0.130199268
3.34,-0.029896373
3.35,-0.006136309
3.36,-0.019066547
3.37,0.036209983
3.38,-0.088371849
3.39,0.031814181
3.4,0.041197648
3.41,0.148232824
3.42,0.155254958
3.43,-0.07224171
3.44,-0.076308651
3.45,0.013171678
3.46,-0.006719857
3.47,0.237014154
3.48,0.080192477
3.49,0.102121202
3.5,0.167539325
3.51,0.05691673
3.52,0.181510482
3.53,0.197690985
3.54,0.192209886
3.55,-0.070233907
3.56,0.040167488
3.57,0.022535628
3.58,0.033774347
3.59,0.055083635
3.6,0.005596731
3.61,0.005241441
3.62,0.085651073
3.63,0.018062762
3.64,0.038910773
3.65,0.050482122
3.66,0.018856818
3.67,0.086023205
3.68,-0.20071221
3.69,-0.066627188
3.7,-0.044073524
3.71,-0.028675135
3.72,0.028262386
3.73,0.077920614
3.74,0.031278671
3.75,0.05443402
3.76,-0.088669391
3.77,-0.034592852
3.78,-0.150500332
3.79,-0.014190094
3.8,-0.076482198
3.81,-0.098812073
3.82,-0.086151464
3.83,0.043487889
3.84,0.030238774
3.85,-0.040906546
3.86,0.025508959
3.87,-0.020332307
3.88,-0.01569495
3.89,0.06851186
3.9,0.221492197
3.91,-0.065675657
3.92,0.226866894
3.93,-0.023843518
3.94,0.038147291
3.95,0.085645164
3.96,0.17445273
3.97,0.049055332
3.98,-0.112976368
3.99,0.148289251
4,-0.085064845
4.01,0.070844574
4.02,0.143352113
4.03,-0.190102331
4.04,0.004454086
4.05,-0.003700888
4.06,0.039462932
4.07,0.034307999
4.08,0.035319209
4.09,-0.028290486
4.1,0.057834069
4.11,0.062682739
4.12,0.183379476
4.13,-0.007999174
4.14,-0.036370891
4.15,-0.182293278
4.16,0.100453979
4.17,0.022246933
4.18,-0.012247432
4.19,-0.104634058
4.2,0.0533364
4.21,0.003865214
4.22,-0.164282423
4.23,-0.028860317
4.24,0.13749678
4.25,0.13358171
4.26,0.006181912
4.27,-0.032984949
4.28,-0.081299653
4.29,-0.027524819
4.3,-0.162374486
4.31,-0.073101698
4.32,-0.021275241
4.33,0.01128058
4.34,-0.012738005
4.35,0.003643411
4.36,0.120248199
4.37,0.02594489
4.38,0.219708724
4.39,-0.009501402
4.4,0.012309075
4.41,-0.050905604
4.42,0.026928779
4.43,0.042528212
4.44,-0.058716483
4.45,-0.008309934
4.46,0.074019517
4.47,-0.03350687
4.48,-0.09961937
4.49,0.025986823
4.5,-0.143394675
4.51,0.255110193
4.52,0.031236168
4.53,0.07394734
4.54,0.033650002
4.55,-0.050711454
4.56,0.032836045
4.57,0.003545853
4.58,-0.027644476
4.59,-0.102016622
4.6,0.080902345
4.61,-0.130698291
4.62,0.152668384
4.63,-0.121683733
4.64,0.049092594
4.65,0.040521591
4.66,-0.05000274
4.67,-0.004453436
4.68,-0.071760273
4.69,0.015225413
4.7,0.114068338
4.71,0.006056376
4.72,-0.134905642
4.73,-0.023086319
4.74,0.01548288
4.75,0.01570517
4.76,0.091551037
4.77,-0.08215222
4.78,-0.069153368
4.79,0.010821184
4.8,-0.129761912
4.81,-0.149704867
4.82,0.150421125
4.83,0.117939777
4.84,-0.086742092
4.85,0.001811488
4.86,-0.059854711
4.87,0.017494101
4.88,-0.02807904
4.89,-0.215767497
4.9,0.156293855
4.91,-0.071570764
4.92,0.014217614
4.93,0.073882646
4.94,-0.019229379
4.95,-0.201352865
4.96,-0.231100281
4.97,0.024154507
4.98,0.150826205
4.99,-0.05308086
5,0.22148241
5.01,0.094850392
5.02,-0.004968249
5.03,-0.054558926
5.04,0.208535819
5.05,0.027581867
5.06,-0.215307995
5.07,0.005188722
5.08,-0.011436753
5.09,-0.093873563
5.1,-0.015774675
5.11,-0.031754265
5.12,-0.001829316
5.13,-0.053590812
5.14,-0.153788771
5.15,-0.129934744
5.16,-0.020090776
5.17,-0.048782459
5.18,0.00965211
5.19,-0.009313935
5.2,-0.066573146
5.21,-0.019567699
5.22,-0.1430617
5.23,-0.067462239
5.24,0.014719491
5.25,0.076119809
5.26,-0.01685008
5.27,-0.107808325
5.28,0.064052011
5.29,-0.086792985
5.3,0.084206581
5.31,0.059252101
5.32,-0.023625468
5.33,-0.072537517
5.34,0.122195236
5.35,-0.106583297
5.36,-0.05778891
5.37,-0.051730127
5.38,-0.083706746
5.39,0.080125846
5.4,-0.055012663
5.41,-0.124362461
5.42,-0.001789475
5.43,0.03316127
5.44,0.033253595
5.45,0.002076899
5.46,0.108544219
5.47,-0.035481797
5.48,0.237260373
5.49,0.092174643
5.5,0.07893115
5.51,0.046483786
5.52,0.013548457
5.53,-0.000963243
5.54,-0.057276818
5.55,0.002594796
5.56,0.025686388
5.57,-0.015219765
5.58,-0.031321046
5.59,0.093155313
5.6,0.074339327
5.61,-0.176853281
5.62,-0.052142349
5.63,-0.089082621
5.64,0.036408817
5.65,-0.059648211
5.66,9.20527E-05
5.67,-0.044763164
5.68,0.053390358
5.69,-0.051971011
5.7,-0.106526922
5.71,-0.224352173
5.72,-0.124035786
5.73,-0.182732643
5.74,-0.020216226
5.75,-0.063861919
5.76,-0.155632909
5.77,0.010568336
5.78,-0.056208477
5.79,-0.064402454
5.8,-0.038220492
5.81,-0.173040601
5.82,0.176416177
5.83,-0.160435803
5.84,-0.072208862
5.85,-0.010700447
5.86,-0.014663088
5.87,0.061586522
5.88,-0.005333746
5.89,0.040722939
5.9,-0.167417837
5.91,0.014152349
5.92,0.003067834
5.93,-0.049992905
5.94,0.075260901
5.95,0.056336298
5.96,0.077191769
5.97,0.239792301
5.98,-0.0081077
5.99,-0.048493243
6,0.191838417
6.01,0.013687725
6.02,0.067492252
6.03,0.033741645
6.04,0.056301958
6.05,-0.129117879
6.06,-0.054509685
6.07,0.140858368
6.08,-0.001040716
6.09,-0.081734133
6.1,-0.005651086
6.11,0.006146423
6.12,-0.022885876
6.13,0.181891164
6.14,0.099244727
6.15,-0.197123439
6.16,-0.044819773
6.17,-0.022357758
6.18,0.077720561
6.19,-0.008133364
6.2,-0.134135211
6.21,-0.169957999
6.22,-0.02254073
6.23,0.0370602
6.24,-0.131177499
6.25,-0.118968617
6.26,0.063028388
6.27,0.06032673
6.28,-0.029470976
6.29,-0.259952622
6.3,0.044914178
6.31,-0.040395843
6.32,-0.09955402
6.33,-0.081585614
6.34,-0.15376489
6.35,0.008572497
6.36,0.007384788
6.37,-0.094465312
6.38,0.163354065
6.39,0.071269227
6.4,0.06166841
6.41,-0.007535449
6.42,0.109452528
6.43,0.106680966
6.44,0.167099517
6.45,-0.105703061
6.46,0.165004711
6.47,0.143885955
6.48,-0.007587471
6.49,0.011338071
6.5,0.03998174
6.51,0.131891438
6.52,0.168787358
6.53,-0.05627244
6.54,-0.014209914
6.55,-0.145687641
6.56,0.108975756
6.57,0.099991853
6.58,0.090936343
6.59,0.198944124
6.6,0.056215666
6.61,-0.182542683
6.62,-0.057674078
6.63,0.008295633
6.64,-0.184995039
6.65,-0.071202583
6.66,-0.055576346
6.67,-0.021460912
6.68,-0.040311582
6.69,-0.094122581
6.7,-0.047164236
6.71,0.099348579
6.72,-0.010304478
6.73,-0.026606028
6.74,-0.044234252
6.75,-0.118736164
6.76,-0.039702894
6.77,-0.014448094
6.78,0.039060357
6.79,-0.148945303
6.8,-0.024838064
6.81,-0.184216712
6.82,-0.202926503
6.83,-0.029801978
6.84,-0.048465264
6.85,0.098929389
6.86,-0.011578101
6.87,-0.077196367
6.88,-0.102302642
6.89,0.064485958
6.9,0.108474832
6.91,-0.023402464
6.92,-0.112433192
6.93,-0.013304579
6.94,-0.049029636
6.95,0.087709992
6.96,0.133613133
6.97,0.107546932
6.98,0.162482793
6.99,-0.021343004
7,0.051404195
7.01,0.00711352
7.02,0.033119366
7.03,0.079847244
7.04,0.110365268
7.05,0.034326319
7.06,0.094548859
7.07,0.030460016
7.08,0.102874533
7.09,-0.016021547
7.1,0.086308067
7.11,-0.114294795
7.12,0.043789708
7.13,0.200281443
7.14,0.14938649
7.15,-0.149459571
7.16,0.020031613
7.17,0.030202991
7.18,-0.17380953
7.19,-0.028034753
7.2,-0.030472852
7.21,-0.182820366
7.22,-0.018303549
7.23,-0.091324217
7.24,0.094226983
7.25,0.013107462
7.26,-0.121791418
7.27,0.196049984
7.28,-0.056734756
7.29,0.101084744
7.3,-0.056833263
7.31,0.099555792
7.32,-0.042042922
7.33,0.190415717
7.34,0.028160168
7.35,-0.130772616
7.36,-0.035142448
7.37,-0.103078474
7.38,-0.022037784
7.39,-0.000556631
7.4,0.062860171
7.41,-0.036888516
7.42,-0.020884328
7.43,-0.055165431
7.44,0.151082937
7.45,0.031476182
7.46,0.114602745
7.47,0.191650918
7.48,-0.048529751
7.49,0.107716726
7.5,-0.060710739
7.51,0.10219882
7.52,0.034169255
7.53,0.073521569
7.54,0.029511117
7.55,0.032315619
7.56,0.120162886
7.57,-0.088330296
7.58,-0.05574869
7.59,0.133640711
7.6,0.172152493
7.61,0.105373252
7.62,-0.043301289
7.63,-0.096179566
7.64,-0.076186217
7.65,-0.014815113
7.66,-0.02417251
7.67,0.013531933
7.68,-0.081933154
7.69,-0.034121995
7.7,0.021669024
7.71,-0.099093334
7.72,0.047333954
7.73,-0.146091007
7.74,-0.12281436
7.75,0.10424858
7.76,-0.000330874
7.77,-0.183306025
7.78,0.015373886
7.79,-0.07647217
7.8,0.150819813
7.81,-0.136908573
7.82,-0.023593221
7.83,-0.002374629
7.84,-0.039627942
7.85,-0.0870785
7.86,-0.043990563
7.87,-0.027570459
7.88,0.244609583
7.89,0.068212648
7.9,-0.110905326
7.91,0.175157097
7.92,0.11532893
7.93,0.02883944
7.94,0.081983413
7.95,0.122598566
7.96,-0.020404216
7.97,0.112556367
7.98,0.019209267
7.99,-0.029752919
8,0.099829596
8.01,0.051591172
8.02,-0.025062253
8.03,0.023846727
8.04,-0.033966763
8.05,0.096304463
8.06,0.071840555
8.07,0.125352868
8.08,0.127187587
8.09,0.086199686
8.1,-0.212392162
8.11,0.115854364
8.12,0.009106454
8.13,0.006583053
8.14,-0.170354537
8.15,-0.095003233
8.16,-0.092910334
8.17,-0.010430558
8.18,-0.012126333
8.19,-0.177146491
8.2,-0.043679179
8.21,-0.0987657
8.22,-0.139745281
8.23,-0.153156735
8.24,0.053488869
8.25,-0.031524371
8.26,0.02938685
8.27,-0.239313901
8.28,-0.156846017
8.29,0.025355883
8.3,-0.096616195
8.31,0.008477927
8.32,-0.120993196
8.33,0.074272179
8.34,0.016690543
8.35,-0.090007206
8.36,0.130120851
8.37,0.076186301
8.38,0.078695545
8.39,0.094652035
8.4,0.013449518
8.41,0.078219887
8.42,-0.038908896
8.43,-0.039296932
8.44,0.028874101
8.45,0.178206901
8.46,-0.026978559
8.47,-0.075278872
8.48,-0.018144494
8.49,-0.064896902
8.5,-0.146099228
8.51,-0.077454446
8.52,-0.280391068
8.53,0.167630343
8.54,-0.06956303
8.55,-0.065944141
8.56,0.129082284
8.57,0.112761556
8.58,0.042690631
8.59,-0.07251147
8.6,-0.214112929
8.61,0.00337619
8.62,0.042953501
8.63,-0.001260413
8.64,-0.02796247
8.65,-0.044412077
8.66,-0.072845481
8.67,-0.029654126
8.68,-0.179468161
8.69,-0.024241079
8.7,0.158738882
8.71,0.009088241
8.72,0.044385511
8.73,-0.061839942
8.74,-0.0893462
8.75,-0.22697856
8.76,-0.060199399
8.77,-0.138612172
8.78,-0.052581477
8.79,-0.17603167
8.8,0.011676361
8.81,0.088666348
8.82,0.039241362
8.83,-0.023783371
8.84,0.016766683
8.85,0.034292681
8.86,-0.039325764
8.87,-0.030188072
8.88,-0.077540672
8.89,-0.00634294
8.9,0.097712244
8.91,0.134694383
8.92,0.169972939
8.93,0.012771275
8.94,0.006946353
8.95,0.104585224
8.96,0.175830425
8.97,0.009402712
8.98,0.074399562
8.99,0.038188992
9,0.054185149
9.01,-0.094912586
9.02,0.072689463
9.03,0.023417552
9.04,0.100098992
9.05,0.03490901
9.06,0.054378735
9.07,0.052607909
9.08,0.052342306
9.09,0.017138793
9.1,-0.071009638
9.11,-0.041827653
9.12,-0.11560494
9.13,0.064552254
9.14,-0.162112963
9.15,-0.114907686
9.16,0.051185135
9.17,-0.075535386
9.18,0.090041379
9.19,0.009973205
9.2,-0.171764566
9.21,-0.118837637
9.22,-0.044294407
9.23,-0.001502978
9.24,-0.073583096
9.25,0.163004875
9.26,-0.035786647
9.27,-0.077161064
9.28,0.044837987
9.29,-0.174415172
9.3,0.158632446
9.31,0.133332687
9.32,0.039554526
9.33,-0.103606706
9.34,-0.121442857
9.35,-0.209140102
9.36,0.063578941
9.37,0.119807587
9.38,0.284963249
9.39,-0.026658366
9.4,0.019357661
9.41,0.038250188
9.42,-0.203757299
9.43,-0.052835261
9.44,-0.027864431
9.45,-0.106499063
9.46,-0.032274003
9.47,0.088490874
9.48,0.022422836
9.49,-0.037521062
9.5,0.084941156
9.51,0.043365717
9.52,-0.011072098
9.53,0.181274772
9.54,0.010498566
9.55,0.034702775
9.56,-0.072382774
9.57,0.106593758
9.58,-0.128893585
9.59,0.0274616
9.6,-0.14472787
9.61,-0.105083381
9.62,-0.078504332
9.63,0.069413301
9.64,-0.006470718
9.65,0.042781856
9.66,-0.21363335
9.67,-0.06705122
9.68,-0.162334166
9.69,-0.114978141
9.7,0.193745648
9.71,-0.097196584
9.72,-0.153333213
9.73,0.068157754
9.74,0.070051791
9.75,0.14117734
9.76,0.103277669
9.77,-0.141453076
9.78,-0.146411786
9.79,-0.172208528
9.8,-0.200794144
9.81,-0.070447052
9.82,-0.173039857
9.83,0.170625023
9.84,-0.003559804
9.85,-0.041125498
9.86,-0.027040008
9.87,0.015538416
9.88,0.074480922
9.89,0.107105949
9.9,-0.108752858
9.91,0.146048994
9.92,-0.008369114
9.93,-0.023602348
9.94,-0.014068011
9.95,0.087220931
9.96,-0.214261731
9.97,-0.111843954
9.98,0.080005109
9.99,0.016427261
10,0.086078427
10.01,0.058021473
10.02,0.171962682
10.03,0.110054888
10.04,-0.085643965
10.05,0.051916155
10.06,-0.025328464
10.07,-0.069054896
10.08,0.094142381
10.09,0.080086397
10.1,0.079908855
10.11,0.042936221
10.12,0.155929082
10.13,-0.200264311
10.14,-0.095901798
10.15,0.059878225
10.16,0.114285886
10.17,0.070109787
10.18,-0.003730365
10.19,-0.102756767
10.2,0.00393227
10.21,-0.065906334
10.22,-0.118302748
10.23,-0.068793608
10.24,0.00324179
10.25,-0.121168552
10.26,-0.104079354
10.27,-0.162892752
10.28,0.062133575
10.29,0.056340366
10.3,-0.313537161
10.31,-0.030802532
10.32,-0.016784157
10.33,-0.038895564
10.34,-0.022058101
10.35,-0.108068999
10.36,0.150153136
10.37,-0.066055996
10.38,0.069497196
10.39,-0.170197608
10.4,0.137328112
10.41,0.076531933
10.42,0.037606644
10.43,-0.141190886
10.44,0.150952214
10.45,0.134321796
10.46,0.188583621
10.47,0.080365021
10.48,0.084158904
10.49,0.096551647
10.5,0.009052947
10.51,0.037969648
10.52,-7.32779E-05
10.53,0.134717103
10.54,0.11939229
10.55,-0.106875193
10.56,0.010515128
10.57,0.013275051
10.58,0.013232039
10.59,0.029121095
10.6,0.096196628
10.61,-0.080999832
10.62,-0.000585126
10.63,-0.058814825
10.64,-0.073256181
10.65,0.264411213
10.66,-0.02664548
10.67,0.076513018
10.68,-0.158452146
10.69,-0.003987624
10.7,-0.004928652
10.71,0.032836694
10.72,-0.147794916
10.73,0.115080607
10.74,0.053846204
10.75,-0.063105265
10.76,-0.083765928
10.77,-0.134364171
10.78,-0.197634932
10.79,0.050167874
10.8,0.056045577
10.81,-0.004997366
10.82,-0.096443454
10.83,0.126302679
10.84,0.072922449
10.85,-0.010313073
10.86,0.044130928
10.87,0.165875077
10.88,-0.212255425
10.89,-0.042080995
10.9,0.012877095
10.91,0.057645101
10.92,-0.041581817
10.93,0.037085505
10.94,-0.007546215
10.95,0.088508862
10.96,-0.10926288
10.97,-0.154672695
10.98,0.176450449
10.99,0.020546875
11,-0.063333741
11.01,-0.006185681
11.02,0.08607185
11.03,0.150972819
11.04,0.052048181
11.05,0.003395677
11.06,0.110517099
11.07,0.201546828
11.08,0.005940845
11.09,-0.029539654
11.1,-0.026964869
11.11,0.112970604
11.12,-0.089356764
11.13,0.162727583
11.14,-0.075901604
11.15,0.137787436
11.16,-0.111799472
11.17,0.005895232
11.18,-0.103096857
11.19,-0.006260872
11.2,-0.154118969
11.21,-0.102485896
11.22,0.099728801
11.23,0.009846208
11.24,-0.072228877
11.25,-0.206073067
11.26,0.091613652
11.27,0.048580594
11.28,0.081466355
11.29,0.062762533
11.3,0.215056918
11.31,-0.105711933
11.32,-0.036686154
11.33,-0.017138613
11.34,0.026845034
11.35,0.164678441
11.36,0.163392336
11.37,0.156422804
11.38,0.098740219
11.39,-0.067077515
11.4,0.154878706
11.41,0.073150266
11.42,-0.2111292
11.43,-0.118309634
11.44,0.054488437
11.45,0.035673757
11.46,0.04345569
11.47,0.051363408
11.48,0.014607861
11.49,-0.054039775
11.5,0.087666757
11.51,0.188577098
11.52,0.168739341
11.53,0.070891395
11.54,0.117467892
11.55,0.006720676
11.56,-0.034669561
11.57,0.085218258
11.58,0.11927079
11.59,-0.080981048
11.6,-0.128368279
11.61,0.035402154
11.62,0.231349759
11.63,0.09598072
11.64,-0.001013253
11.65,0.004901652
11.66,-0.078196671
11.67,-0.169190528
11.68,-0.147097063
11.69,-0.024095489
11.7,-0.106332516
11.71,-0.167244508
11.72,-0.103960646
11.73,-0.1331582
11.74,-0.048163978
11.75,-0.162453734
11.76,-0.071346467
11.77,-0.021923959
11.78,-0.064182896
11.79,-0.331079946
11.8,0.144566543
11.81,-0.08438649
11.82,-0.019340377
11.83,-0.187501282
11.84,0.1348965
11.85,-0.123487446
11.86,-0.006375732
11.87,0.07351623
11.88,0.005545777
11.89,-0.01961847
11.9,0.045938356
11.91,-0.078671322
11.92,0.014942749
11.93,-0.09775694
11.94,0.024833149
11.95,-0.039369665
11.96,0.04063422
11.97,0.143035128
11.98,0.11872015
11.99,-0.053460364
12,0.022045435
12.01,0.168029714
12.02,0.031292846
12.03,0.027993103
12.04,0.13995947
12.05,0.197384063
12.06,-0.043163128
12.07,0.053078588
12.08,0.253382007
12.09,0.006318303
12.1,0.056226142
12.11,-0.099304382
12.12,-0.003672549
12.13,0.181509147
12.14,0.054295265
12.15,-0.02640352
12.16,-0.048968961
12.17,-0.042964652
12.18,0.01088069
12.19,-0.15163344
12.2,-0.034293173
12.21,-0.094414305
12.22,-0.077632634
12.23,-0.130688434
12.24,0.015806801
12.25,0.051001052
12.26,-3.3151E-06
12.27,0.171144812
12.28,0.040828647
12.29,-0.012161843
12.3,0.072490214
12.31,-0.046541319
12.32,-0.035812289
12.33,0.026726648
12.34,0.106629817
12.35,-0.006804837
12.36,-0.11575033
12.37,-0.017504764
12.38,-0.038347461
12.39,-0.084928483
12.4,-0.005671067
12.41,0.069365879
12.42,-0.040318637
12.43,0.115182244
12.44,0.139975626
12.45,0.073946158
12.46,0.025153538
12.47,0.068538869
12.48,0.07545069
12.49,-0.06970821
12.5,-0.033791233
12.51,-0.003432723
12.52,0.160630841
12.53,0.093732674
12.54,0.089507412
12.55,0.059603761
12.56,0.060983894
12.57,0.194720228
12.58,0.00276274
12.59,0.099672817
12.6,-0.081684884
12.61,-0.038819187
12.62,-0.149021397
12.63,0.054651716
12.64,-0.06618643
12.65,-0.090253308
12.66,0.032381464
12.67,-0.128184611
12.68,-0.174193407
12.69,0.040803538
12.7,0.124574257
12.71,-0.021847285
12.72,0.055921517
12.73,-0.005452028
12.74,0.019725195
12.75,0.016261687
12.76,0.221272706
12.77,-0.025905102
12.78,-0.108007885
12.79,-0.186955141
12.8,0.127055409
12.81,-0.032379167
12.82,-0.172488911
12.83,0.108235927
12.84,-0.056323653
12.85,0.060896599
12.86,0.018641399
12.87,0.032817386
12.88,0.077542208
12.89,0.093899971
12.9,0.027349429
12.91,-0.00588726
12.92,0.107063484
12.93,-0.252461075
12.94,-0.088623864
12.95,-0.167666256
12.96,-0.073970738
12.97,0.030722003
12.98,-0.013104178
12.99,-0.003555
13,-0.078050413
13.01,-0.037507947
13.02,-0.104739144
13.03,0.160316397
13.04,0.005896252
13.05,0.168685211
13.06,-0.025893525
13.07,-0.002987998
13.08,-0.033584902
13.09,0.089122251
13.1,-0.019869221
13.11,0.064679735
13.12,0.140738705
13.13,-0.025894678
13.14,-0.008041707
13.15,-0.136662609
13.16,-0.147393789
13.17,-0.186697259
13.18,-0.002694835
13.19,0.025292153
13.2,-0.109470747
13.21,0.02084944
13.22,-0.22915725
13.23,-0.122310009
13.24,-0.157812996
13.25,0.086985724
13.26,0.123170476
13.27,0.123767139
13.28,0.067954095
13.29,0.069854625
13.3,-0.057242547
13.31,-0.025294957
13.32,-0.102240227
13.33,-0.163712189
