t,x(t)
1.89,-0.124029473
1.9,0.050493907
1.91,-0.064369184
1.92,0.066203971
1.93,0.09403457
1.94,0.02242658
1.95,0.109649492
1.96,0.022019281
1.97,0.12931741
1.98,-0.036111524
1.99,0.05290759
2,-0.136582822
2.01,0.18236041
2.02,0.147877579
2.03,0.082443703
2.04,-0.095899686
2.05,-0.00573366
2.06,-0.025506197
2.07,-0.112959717
2.08,0.184152989
2.09,-0.107247479
2.1,-0.001253124
2.11,-0.11538447
2.12,0.130486068
2.13,-0.038732636
2.14,-0.069023592
2.15,-0.044085707
2.16,-0.091598646
2.17,-0.039646751
2.18,-0.117153405
2.19,0.06594678
2.2,-0.078063747
2.21,0.060669249
2.22,0.150788574
2.23,0.075628521
2.24,0.039794924
2.25,0.059965419
2.26,0.066537792
2.27,-0.133342553
2.28,-0.00671195
2.29,0.186592385
2.3,0.01791413
2.31,0.034307594
2.32,0.069560293
2.33,-0.139971465
2.34,-0.016649322
2.35,-0.005513779
2.36,0.0400512
2.37,-0.047538451
2.38,0.093679339
2.39,-0.020567744
2.4,0.036755332
2.41,-0.192092694
2.42,-0.26707435
2.43,0.021575722
2.44,-0.00211636
2.45,0.008172229
2.46,-0.040592494
2.47,-0.004693608
2.48,0.002715844
2.49,-0.06739684
2.5,0.138752819
2.51,0.061329625
2.52,-0.190923139
2.53,-0.010099705
2.54,0.044759428
2.55,-0.292991106
2.56,0.186614178
2.57,0.157473133
2.58,0.107343108
2.59,0.11420285
2.6,0.007769024
2.61,-0.036309618
2.62,0.011218712
2.63,-0.201482455
2.64,-0.019186409
2.65,-0.181746374
2.66,0.093884592
2.67,-0.105961019
2.68,-0.179673251
2.69,-0.099601809
2.7,-0.131974253
2.71,-0.011550053
2.72,-0.013803824
2.73,0.06027338
2.74,0.134946918
2.75,-0.011767858
2.76,0.041640148
2.77,0.080742602
2.78,-0.024341262
2.79,0.157997953
2.8,0.125547174
2.81,0.256368202
2.82,0.040813841
2.83,-0.116072792
2.84,-0.050641652
2.85,-0.090652819
2.86,-0.015128552
2.87,0.057689846
2.88,0.038530142
2.89,-0.118070464
2.9,-0.16697016
2.91,-0.181466876
2.92,0.064011259
2.93,-0.044553079
2.94,-0.018573852
2.95,0.176136284
2.96,0.05023152
2.97,-0.015754261
2.98,0.068407517
2.99,0.129024229
3,0.154506416
3.01,0.030362496
3.02,0.128958021
3.03,-0.08188432
3.04,-0.124084548
3.05,-0.028260655
3.06,-0.042425931
3.07,-0.161622417
3.08,0.070756913
3.09,0.001030268
3.1,0.117965012
3.11,0.012342306
3.12,-0.10501824
3.13,-0.245719567
3.14,-0.068899302
3.15,0.082497105
3.16,-0.050365959
3.17,0.064399649
3.18,0.001919745
3.19,-0.052518875
3.2,0.120735701
3.21,-0.116451096
3.22,-0.009435792
3.23,0.174127661
3.24,0.012086067
3.25,-0.114964883
3.26,0.034448588
3.27,-0.09218682
3.28,-0.192219582
3.29,0.143779167
3.3,0.130165494
3.31,0.081050634
3.32,-0.091058936
3.33,0.006173312
3.34,-0.04774215
3.35,0.001271728
3.36,-0.010885377
3.37,0.071943595
3.38,-0.11981723
3.39,-0.095408792
3.4,0.023881033
3.41,0.0200087
3.42,-0.029988583
3.43,0.109856316
3.44,0.050066871
3.45,0.139255323
3.46,0.115929608
3.47,-0.031239248
3.48,0.07580409
3.49,0.080560227
3.5,0.037054463
3.51,0.032849525
3.52,0.143497375
3.53,3.44E-04
3.54,0.010359835
3.55,-0.12682763
3.56,0.012480586
3.57,-0.039062451
3.58,0.172484303
3.59,0.257875428
3.6,0.091184481
3.61,-0.085030016
3.62,0.027209177
3.63,-0.08035202
3.64,0.071071861
3.65,-0.108133128
3.66,-0.053331432
3.67,-0.10502462
3.68,0.139458324
3.69,0.070270831
3.7,0.041780859
3.71,0.041253392
3.72,0.083308507
3.73,0.039177071
3.74,0.011556135
3.75,0.111752699
3.76,0.004433222
3.77,-0.068999279
3.78,-0.150787059
3.79,-0.140028443
3.8,0.010835003
3.81,0.084493925
3.82,-0.128628769
3.83,-0.13673576
3.84,0.012096251
3.85,-0.065718317
3.86,0.140309426
3.87,-0.183458201
3.88,0.214922948
3.89,0.032404605
3.9,-0.065846752
3.91,-0.00335459
3.92,-0.235196208
3.93,-0.107303555
3.94,0.152428115
3.95,0.182976113
3.96,0.066110589
3.97,0.188913881
3.98,0.010841645
3.99,-0.049233936
4,0.065880941
4.01,-0.019924854
4.02,0.050198287
4.03,0.145919568
4.04,-0.115937492
4.05,0.033537591
4.06,0.115375172
4.07,0.085191624
4.08,0.103751248
4.09,-0.037931471
4.1,0.137881365
4.11,0.187835553
4.12,-0.334609007
4.13,-0.017065522
4.14,-0.198268696
4.15,0.079750521
4.16,-0.043043914
4.17,0.060142722
4.18,0.061690745
4.19,-0.034029749
4.2,0.154685399
4.21,0.081901849
4.22,-0.054196755
4.23,-0.008788858
4.24,0.136077285
4.25,-0.133487491
4.26,-0.062780252
4.27,-0.139445891
4.28,-0.084457027
4.29,0.097563257
4.3,0.087915844
4.31,-0.03125549
4.32,0.051983527
4.33,-0.109980395
4.34,-0.206682507
4.35,-0.015880718
4.36,-0.107234139
4.37,0.07236788
4.38,0.07101161
4.39,-0.087822993
4.4,-0.109914061
4.41,-0.016744417
4.42,-0.13351938
4.43,0.028723374
4.44,0.016241838
4.45,-0.07253365
4.46,-0.04069749
4.47,-0.171957211
4.48,-0.066546124
4.49,-0.014782417
4.5,-0.005726174
4.51,0.006742028
4.52,0.083908855
4.53,0.228057416
4.54,-0.073583048
4.55,0.139999634
4.56,-0.090828407
4.57,-0.032605554
4.58,0.096459859
4.59,0.094421032
4.6,-0.009440605
4.61,-0.00145333
4.62,-0.194716356
4.63,-0.069523887
4.64,-0.259937207
4.65,0.06809495
4.66,-0.071531409
4.67,-0.228228655
4.68,-0.07628493
4.69,0.00713577
4.7,0.05611833
4.71,-0.030657434
4.72,0.023214726
4.73,0.172688823
4.74,-0.002257456
4.75,0.068225062
4.76,-0.06328955
4.77,-0.010870772
4.78,0.103716963
4.79,-0.107536461
4.8,-0.028399458
4.81,0.037986152
4.82,0.020453601
4.83,-0.083633259
4.84,-0.039734935
4.85,-0.03365897
4.86,0.050573956
4.87,0.138373026
4.88,-0.047782949
4.89,0.029283126
4.9,-0.010378725
4.91,-0.058764937
4.92,0.031875858
4.93,-0.170915125
4.94,0.061337586
4.95,-0.09235775
4.96,-0.036326451
4.97,0.028157319
4.98,-0.185022261
4.99,-0.026449691
5,0.11505673
5.01,0.005653642
5.02,-0.054405199
5.03,0.173333901
5.04,-0.082290748
5.05,-0.032918877
5.06,0.204530105
5.07,0.02343997
5.08,-0.096463681
5.09,0.147327066
5.1,-0.106318852
5.11,-0.087687616
5.12,-0.137190692
5.13,-0.083997004
5.14,-0.097059306
5.15,-0.035571372
5.16,-0.063165754
5.17,-0.042911172
5.18,-0.036953994
5.19,-0.095133806
5.2,0.179140473
5.21,-0.171104979
5.22,0.054292594
5.23,0.257760931
5.24,-0.029157395
5.25,0.139256061
5.26,0.008903991
5.27,-0.154337785
5.28,0.07439496
5.29,0.056615958
5.3,-0.087811411
5.31,-0.12438032
5.32,0.006196755
5.33,-0.052117866
5.34,0.182993126
5.35,-0.043791066
5.36,-0.074596572
5.37,0.186414731
5.38,-0.012891249
5.39,0.029228814
5.4,-0.006663738
5.41,0.056739078
5.42,-0.101859479
5.43,0.186595746
5.44,0.00116117
5.45,-0.001406889
5.46,0.077875148
5.47,0.143852294
5.48,-0.008508492
5.49,-0.07049488
5.5,0.019458501
5.51,-0.003797544
5.52,-0.021202354
5.53,-0.124614842
5.54,0.041099739
5.55,-0.021006952
5.56,0.085341324
5.57,0.094637381
5.58,0.12924852
5.59,0.094653343
5.6,0.121599227
5.61,6.28E-04
5.62,0.105895776
5.63,0.078604315
5.64,-0.016293563
5.65,-0.127026804
5.66,-0.027921287
5.67,0.227935094
5.68,-0.049103043
5.69,0.095108671
5.7,-0.128901983
5.71,-0.095266895
5.72,0.092437152
5.73,-9.23E-04
5.74,-0.046371466
5.75,-0.028592131
5.76,0.23620299
5.77,-9.97E-04
5.78,-0.069135922
5.79,-0.0079513
5.8,-0.031552512
5.81,0.129418281
5.82,0.09660732
5.83,-0.111147941
5.84,-0.053307404
5.85,-0.116759773
5.86,-0.17150529
5.87,0.010332696
5.88,0.098045786
5.89,-0.123977899
5.9,-0.150379512
5.91,-0.097010832
5.92,-0.082045837
5.93,0.103278297
5.94,-0.091156644
5.95,0.047138308
5.96,0.053532707
5.97,0.060722533
5.98,0.082120104
5.99,-0.087636013
6,-0.024559319
6.01,0.020721051
6.02,-0.108267666
6.03,0.10908081
6.04,0.05731069
6.05,0.053295065
6.06,0.189688023
6.07,0.010294868
6.08,5.93E-04
6.09,0.341784184
6.1,-0.027007048
6.11,-0.038340023
6.12,-0.149056393
6.13,0.029614421
6.14,-0.183453545
6.15,0.051891507
6.16,0.034012633
6.17,0.064467532
6.18,0.175151641
6.19,0.012261204
6.2,-0.139786391
6.21,-0.034185641
6.22,-0.029624712
6.23,-0.001795171
6.24,0.144527812
6.25,-0.028682375
6.26,-0.036845191
6.27,0.031567212
6.28,-0.13815498
6.29,0.162040731
6.3,-0.033260253
6.31,0.186174223
6.32,0.063760396
6.33,-0.062040433
6.34,0.030660826
6.35,-0.072412299
6.36,-0.081095049
6.37,-0.132875101
6.38,0.00502341
6.39,-0.048177154
6.4,-0.166037503
6.41,-0.11089799
6.42,0.135117655
6.43,-0.129497417
6.44,-0.047735871
6.45,-0.036715193
6.46,-0.01329708
6.47,-0.01928678
6.48,-2.31E-04
6.49,0.0161227
6.5,0.055540481
6.51,0.067125735
6.52,-0.069516553
6.53,0.2059901
6.54,0.034153365
6.55,0.067663255
6.56,-0.033257725
6.57,0.045944041
6.58,0.040607325
6.59,0.123004301
6.6,-0.026920109
6.61,-0.03962813
6.62,-0.079749949
6.63,0.04908554
6.64,-0.153297753
6.65,0.018095789
6.66,0.052407587
6.67,-0.054095992
6.68,-0.006687276
6.69,0.127502878
6.7,-0.263379743
6.71,-0.041740779
6.72,-0.116931729
6.73,0.115685303
6.74,0.053808148
6.75,0.042998997
6.76,0.132774615
6.77,-0.050104497
6.78,0.11634396
6.79,-0.120648944
6.8,-0.083723891
6.81,0.016118954
6.82,5.11E-05
6.83,-0.085941318
6.84,-0.108362997
6.85,-0.084797137
6.86,-0.19816094
6.87,0.051097661
6.88,-0.066287486
6.89,-0.157176279
6.9,0.095779106
6.91,-0.16955113
6.92,-0.148009417
6.93,-0.060884556
6.94,0.197037357
6.95,0.089276198
6.96,0.064090108
6.97,0.07235416
6.98,0.140956864
6.99,-0.064313362
7,-0.165240129
7.01,0.037555639
7.02,0.099027528
7.03,0.139369204
7.04,0.019899666
7.05,-0.219023745
7.06,-0.060804435
7.07,0.157399462
7.08,0.06524531
7.09,0.183579585
7.1,-0.025541031
7.11,-0.311373738
7.12,-0.134063876
7.13,-0.090177434
7.14,0.02231519
7.15,-0.092685854
7.16,-0.012354687
7.17,-0.111704163
7.18,-0.042006428
7.19,0.005846131
7.2,-0.071855085
7.21,-0.05933612
7.22,-0.064053756
7.23,-0.005326706
7.24,-0.033124438
7.25,0.026699898
7.26,-0.109841724
7.27,-0.081252075
7.28,0.043585783
7.29,0.022282235
7.3,0.169501577
7.31,-0.165749642
7.32,-0.036823146
7.33,0.148938441
7.34,0.072442902
7.35,0.075900525
7.36,0.006966872
7.37,0.142951811
7.38,-0.151944005
7.39,-0.154077016
7.4,-0.048218779
7.41,-0.229340021
7.42,0.007376779
7.43,-0.035025297
7.44,0.1473904
7.45,0.049871806
7.46,-0.191301337
7.47,0.172930448
7.48,-0.11174796
7.49,-0.211511209
7.5,0.12416726
7.51,-0.111060293
7.52,0.186218525
7.53,0.266504382
7.54,-0.187243359
7.55,-0.05981094
7.56,0.027278511
7.57,-0.104494623
7.58,0.057666642
7.59,0.068078107
7.6,0.004175941
7.61,-0.065588922
7.62,0.099387276
7.63,-0.148301488
7.64,-0.041398607
7.65,-0.161676731
7.66,-0.149184494
7.67,0.03750535
7.68,0.070509889
7.69,-0.008137645
7.7,0.107162632
7.71,0.086350474
7.72,0.023393539
7.73,0.110266267
7.74,0.163263802
7.75,0.025384266
7.76,0.089528156
7.77,0.047873863
7.78,-0.145218977
7.79,0.114652191
7.8,0.020041502
7.81,0.04888326
7.82,-0.058313084
7.83,-0.197623059
7.84,0.026056291
7.85,-0.07987387
7.86,0.025752763
7.87,0.03118985
7.88,-0.149424324
7.89,0.003789154
7.9,-0.148892913
7.91,-0.145745022
7.92,-0.144518625
7.93,0.078890254
7.94,0.011194595
7.95,0.055135317
7.96,0.038178814
7.97,-0.032046033
7.98,-0.078220218
7.99,-0.083843138
8,0.090032639
8.01,0.14282018
8.02,0.097457542
8.03,0.002102304
8.04,-0.04480796
8.05,-0.078805483
8.06,0.091941603
8.07,0.066348457
8.08,0.128988236
8.09,0.144872172
8.1,0.142107671
8.11,-0.064710114
8.12,-0.23337401
8.13,-0.003116844
8.14,-0.268315449
8.15,0.146308931
8.16,-0.008802065
8.17,0.001135747
8.18,-0.306881748
8.19,-0.028643227
8.2,-0.029459418
8.21,-0.14549611
8.22,0.182503881
8.23,0.054088607
8.24,0.063048436
8.25,0.013950316
8.26,-0.18570562
8.27,0.052175505
8.28,0.091798266
8.29,0.018519152
8.3,-0.004121407
8.31,-0.099332539
8.32,-0.161728257
8.33,-0.111244952
8.34,-0.063995041
8.35,-0.154096379
8.36,8.51E-04
8.37,0.091044137
8.38,-0.106240883
8.39,0.051221903
8.4,-0.161249204
8.41,-0.06893664
8.42,-0.041720904
8.43,0.032677581
8.44,-0.049357178
8.45,-0.134359832
8.46,-0.154557822
8.47,0.067758719
8.48,-0.02471715
8.49,0.041499336
8.5,0.007654571
8.51,0.005839923
8.52,0.223522743
8.53,-0.100718077
8.54,0.233536217
8.55,-0.112675446
8.56,-0.027731502
8.57,0.064912887
8.58,0.089892947
8.59,-0.01384026
8.6,0.028990543
8.61,-0.184893129
8.62,-0.016999576
8.63,-0.242390598
8.64,1.30E-04
8.65,-0.024662349
8.66,-0.050596674
8.67,-0.273001601
8.68,0.133545984
8.69,-0.158278938
8.7,-0.190647148
8.71,0.093435801
8.72,0.135594498
8.73,0.11321339
8.74,0.101227762
8.75,-3.39E-05
8.76,-0.154147156
8.77,-0.114238574
8.78,-0.271394559
8.79,0.14491229
8.8,0.128903961
8.81,-0.011729172
8.82,0.126582785
8.83,-0.119046281
8.84,-0.016456119
8.85,0.12095712
8.86,0.050354773
8.87,-0.03579574
8.88,-0.035228226
8.89,-0.224132379
8.9,-0.178031765
8.91,-0.177194488
8.92,-0.039809844
8.93,0.147876491
8.94,0.035132376
8.95,0.095499609
8.96,0.281157563
8.97,0.085840994
8.98,-0.060297933
8.99,0.061390878
9,0.053561645
9.01,-0.034779131
9.02,0.075166653
9.03,-0.072281646
9.04,0.260922675
9.05,0.032250402
9.06,-0.052178735
9.07,0.336929723
9.08,0.187031716
9.09,0.070811016
9.1,-0.025506654
9.11,0.088824888
9.12,-0.163869871
9.13,-0.231700064
9.14,-0.124439815
9.15,0.190996128
9.16,-0.156986539
9.17,0.041328113
9.18,0.133224646
9.19,-0.029446987
9.2,0.059089394
9.21,0.096558531
9.22,0.105747879
9.23,-0.006623869
9.24,0.07134091
9.25,-0.099409352
9.26,-0.136208063
9.27,-0.080802466
9.28,0.181197175
9.29,0.041855047
9.3,-0.011155994
9.31,0.059214211
9.32,-0.056202603
9.33,0.062286077
9.34,-0.102826644
9.35,-0.068780186
9.36,0.057204108
9.37,0.069735291
9.38,0.09257474
9.39,-0.13860664
9.4,0.041600515
9.41,-0.042758683
9.42,-0.137153666
9.43,0.107313244
9.44,-0.097370725
9.45,0.27428326
9.46,0.042585816
9.47,-0.06754569
9.48,-0.037861371
9.49,-0.073171501
9.5,0.09465409
9.51,0.183140723
9.52,0.208045939
9.53,0.059677961
9.54,-0.021300257
9.55,-0.227492321
9.56,-0.011229462
9.57,0.051774861
9.58,0.090208797
9.59,0.028282465
9.6,0.097333447
9.61,0.153583509
9.62,-0.052404243
9.63,-0.075976282
9.64,-0.050923876
9.65,-0.028099411
9.66,-0.056761296
9.67,-0.073375519
9.68,-0.030348612
9.69,-0.08178031
9.7,0.005049606
9.71,0.016086811
9.72,0.014620806
9.73,0.019136066
9.74,0.125283687
9.75,-0.012577368
9.76,0.135318627
9.77,0.154394214
9.78,0.04775575
9.79,0.031933274
9.8,0.031512172
9.81,-0.050797097
9.82,-0.034990959
9.83,-0.035652552
9.84,-0.176635795
9.85,-7.13E-04
9.86,0.054225292
9.87,-0.050954448
9.88,-0.011310934
9.89,0.04909862
9.9,-0.071333164
9.91,-0.029756386
9.92,-0.122943547
9.93,-0.016704242
9.94,0.324666293
9.95,0.117741841
9.96,-0.009932062
9.97,0.064309671
9.98,0.089555293
9.99,0.015661762
10,-0.044220089
10.01,0.052881623
10.02,-0.025148263
10.03,-0.115798853
10.04,-0.057004963
10.05,0.091002064
10.06,-0.036684562
10.07,-0.040832955
10.08,0.07886697
10.09,0.041346901
10.1,0.069438908
10.11,0.06114076
10.12,0.121343621
10.13,-0.07032539
10.14,-0.018282761
10.15,0.064244867
10.16,0.158002202
10.17,0.133939713
10.18,-0.162930945
10.19,0.047437994
10.2,-0.16859127
10.21,0.015015269
10.22,0.185601288
10.23,0.022828456
10.24,0.181002343
10.25,0.147093434
10.26,-0.096096471
10.27,-0.102727439
10.28,0.099169128
10.29,0.045153736
10.3,0.111671809
10.31,-0.022043747
10.32,-0.181657416
10.33,-0.096158173
10.34,0.061952803
10.35,-0.024621815
10.36,-0.038194746
10.37,0.069507095
10.38,-0.205726607
10.39,-0.005719761
10.4,-0.075090655
10.41,-0.021668137
10.42,-0.102351356
10.43,0.155979888
10.44,-0.008326858
10.45,0.117619611
10.46,-0.052524946
10.47,-0.051180228
10.48,-0.073836817
10.49,0.018684762
10.5,0.023578457
10.51,0.13852098
10.52,0.097307489
10.53,-0.035549222
10.54,0.027578521
10.55,-0.139229687
10.56,-0.041601247
10.57,-0.193267113
10.58,-0.003569625
10.59,-0.005014085
10.6,0.073803558
10.61,-0.126172822
10.62,-0.053092609
10.63,-0.068396121
10.64,0.029786957
10.65,0.04314873
10.66,0.150058254
10.67,-0.02140449
10.68,0.086243818
10.69,-0.043150005
10.7,-0.11175755
10.71,-0.053065234
10.72,0.057954497
10.73,0.125436688
10.74,-0.027259983
10.75,-0.011031286
10.76,-0.156476754
10.77,-0.016597981
10.78,-0.061455438
10.79,-0.0805756
10.8,0.119970624
10.81,-0.095514432
10.82,-0.008390965
10.83,-0.105922113
10.84,-0.308474935
10.85,-0.046629123
10.86,0.035633072
10.87,0.048465314
10.88,-0.064910533
10.89,-0.050028134
10.9,0.057172281
10.91,-0.058408064
10.92,-0.129514303
10.93,-0.069142572
10.94,-0.129839129
10.95,-0.125015797
10.96,0.002181678
10.97,-0.203357628
10.98,0.129584828
10.99,-0.02368772
11,0.01955324
11.01,0.11447624
11.02,0.047857899
11.03,0.030757355
11.04,0.113458197
11.05,-0.052868705
11.06,0.015857937
11.07,-0.016277706
11.08,0.052879069
11.09,-0.028268411
11.1,0.113445867
11.11,-0.124525375
11.12,-0.017993913
11.13,-0.15996652
11.14,-0.136571499
11.15,0.185202173
11.16,0.082147175
11.17,0.073612422
11.18,0.029755805
11.19,-0.051426937
11.2,-0.021613307
11.21,0.02218617
11.22,0.036664505
11.23,0.069359241
11.24,0.106769847
11.25,0.024482876
11.26,-0.057747707
11.27,-0.174746881
11.28,0.131809483
11.29,0.017276365
11.3,0.082560189
11.31,0.185501266
11.32,0.008302027
11.33,-5.00E-04
11.34,-0.159941722
11.35,-0.084859421
11.36,0.045177638
11.37,-0.029353645
11.38,-0.149004574
11.39,0.099096034
11.4,-0.052308131
11.41,-0.054063138
11.42,-0.118589255
11.43,-0.159678133
11.44,0.198088627
11.45,0.02524326
11.46,-0.097171695
11.47,-0.094286451
11.48,-0.249928964
11.49,-0.114994024
11.5,-0.139229146
11.51,0.064407682
11.52,0.203901791
11.53,-0.075278284
11.54,-0.14113232
11.55,-0.02873461
11.56,0.200887926
11.57,0.027774287
11.58,-0.112995592
11.59,0.059181163
11.6,-0.002019325
11.61,-0.025513857
11.62,-0.032665495
11.63,-0.048674356
11.64,-0.167657767
11.65,0.126165191
11.66,0.123684848
11.67,-0.04047507
11.68,-0.11063348
11.69,-0.112974596
11.7,0.066763957
11.71,0.044749566
11.72,-0.065459162
11.73,0.145593254
11.74,0.006114498
11.75,0.095064399
11.76,-0.045497493
11.77,-0.136901381
11.78,-0.117834568
11.79,0.119569862
11.8,0.151802631
11.81,-0.067373925
11.82,-0.074597198
11.83,0.080922964
11.84,0.020650517
11.85,0.022773512
11.86,0.136558353
11.87,0.06986786
11.88,0.066917843
11.89,0.003428474
11.9,-0.179590765
11.91,-0.085337604
11.92,0.055908836
11.93,0.082910202
11.94,0.031135659
11.95,0.09297852
11.96,-0.111783909
11.97,0.020048074
11.98,0.0991077
11.99,-0.091883203
12,0.254086528
12.01,0.068152597
12.02,-0.031636168
12.03,-0.034918126
12.04,-0.121317637
12.05,0.040245378
12.06,-0.020259565
12.07,-0.103825219
12.08,0.135262786
12.09,-0.09640298
12.1,0.135475129
12.11,0.076472633
12.12,-0.042603781
12.13,0.087397052
12.14,-0.015741252
12.15,-0.263371768
12.16,-0.158436711
12.17,-0.147732889
12.18,0.030412188
12.19,-0.048531779
12.2,-0.031732148
12.21,0.322440654
12.22,0.103152373
12.23,0.085152267
12.24,0.09564751
12.25,0.146949779
12.26,0.114079307
12.27,-0.09568843
12.28,-0.001891175
12.29,-0.06363419
12.3,0.039759242
12.31,0.080308397
12.32,0.072786193
12.33,-0.04796355
12.34,-0.074541631
12.35,-0.026383312
12.36,-0.030702434
12.37,-0.019157148
12.38,-0.145633398
12.39,-0.247112909
12.4,-0.040965291
12.41,-0.17143681
12.42,0.008867576
12.43,0.159796991
12.44,-0.036429469
12.45,0.174074504
12.46,0.018450684
12.47,0.083697772
12.48,-0.017737631
12.49,-0.051956974
12.5,0.069284201
12.51,-0.023988498
12.52,-0.022489113
12.53,-0.157746105
12.54,0.026175371
12.55,0.099085782
12.56,0.174101103
12.57,0.153412253
12.58,-0.053512501
12.59,0.115085356
12.6,0.073398703
12.61,-0.162930406
12.62,0.024304181
12.63,-0.048588565
12.64,-0.124314133
12.65,-0.067073197
12.66,-0.070448807
12.67,-0.010367763
12.68,-0.140834983
12.69,-0.141532403
12.7,-0.095396811
12.71,0.059584842
12.72,0.15919309
12.73,0.105394562
12.74,0.305554598
12.75,0.015059543
12.76,-0.046560882
12.77,-0.053368054
12.78,0.045330514
12.79,-0.002645104
12.8,0.108521114
12.81,-0.0106028
12.82,7.62E-04
12.83,0.067599615
12.84,0.098993382
12.85,0.051007868
12.86,0.290300384
12.87,-0.039919425
12.88,0.001430227
12.89,0.050738506
12.9,0.17038983
12.91,-0.235471227
12.92,0.072137489
12.93,0.060127611
12.94,0.046124086
12.95,0.103628493
12.96,0.077372067
12.97,0.004919
12.98,0.133087755
12.99,-0.025664051
13,0.072583195
13.01,-0.023542855
13.02,0.176319376
13.03,-0.116680402
13.04,-0.09566322
13.05,0.054678573
13.06,0.019014001
13.07,0.04865187
13.08,-0.056374549
13.09,0.010723301
13.1,-0.02584822
13.11,-0.005475423
13.12,-0.068147632
13.13,-0.20259168
13.14,0.039194701
13.15,0.033033349
13.16,0.003747235
13.17,0.091327687
13.18,0.100450384
13.19,0.050355306
13.2,0.272272566
13.21,0.032341825
13.22,-0.146162802
13.23,0.014902079
13.24,0.071850139
13.25,-0.063225151
13.26,-0.288927918
13.27,0.024894543
13.28,0.084691698
13.29,0.012081742
13.3,0.116233543
13.31,-0.064980544
